celebrity,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,placement,第1周_反向均值,第1周_反向25%CI,第1周_反向75%CI,第2周_反向均值,第2周_反向25%CI,第2周_反向75%CI,第3周_反向均值,第3周_反向25%CI,第3周_反向75%CI,第4周_反向均值,第4周_反向25%CI,第4周_反向75%CI,第5周_反向均值,第5周_反向25%CI,第5周_反向75%CI,第6周_反向均值,第6周_反向25%CI,第6周_反向75%CI,第7周_反向均值,第7周_反向25%CI,第7周_反向75%CI,第8周_反向均值,第8周_反向25%CI,第8周_反向75%CI,第9周_反向均值,第9周_反向25%CI,第9周_反向75%CI,第10周_反向均值,第10周_反向25%CI,第10周_反向75%CI,第11周_反向均值,第11周_反向25%CI,第11周_反向75%CI
Amber Riley,Derek Hough,Actor/Actress,California,United States,27,17,1,0.1992598242444201,0.1032180849728768,0.277264869286805,0.1992598242444201,0.1032180849728768,0.277264869286805,0.20845595730349942,0.10913087223439628,0.2911273791275002,0.21951647583695755,0.11769938129247448,0.3041485779812763,0.2322514027453601,0.12548539896524075,0.3201347562119333,0.3108282147624867,0.19205104772891504,0.4059509318320861,0.3108282147624867,0.19205104772891504,0.4059509318320861,0.3370415155207122,0.21523337989709357,0.43723395502296947,0.3679682960981156,0.2406340582606876,0.47106873089501533,0.43964522562039376,0.3084076009380459,0.5528601467520742,0.4977402235108358,0.36068050268667384,0.6224375799244048
Keyshawn Johnson,Sharna Burgess,Athlete,California,United States,41,17,12,0.06316255387308288,0.045424982898536526,0.08183969966861085,0.06316255387308288,0.045424982898536526,0.08183969966861085,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bill Engvall,Emma Slater,Comedian,Texas,United States,56,17,4,0.0502974207139635,0.0187071086141362,0.07908426450293746,0.0502974207139635,0.0187071086141362,0.07908426450293746,0.053793964837610585,0.020941796484688965,0.08392622579249312,0.05828979262465887,0.024103235806534423,0.09011910171910464,0.06318358404501788,0.027409095493296676,0.09603236147547235,0.0953051835369612,0.05953540590024507,0.13198156476605505,0.0953051835369612,0.05953540590024507,0.13198156476605505,0.10608113777075726,0.06981811003888351,0.14483306506487664,0.1190198779581399,0.0806093674470277,0.1605582744974094,0.149457752762393,0.10833720453465588,0.1972832700208622,0.17474453101026205,0.13000867680862813,0.23026540056392836
Christina Milian,Mark Ballas,Singer/Rapper,New Jersey,United States,31,17,9,0.3158033853628174,0.14794278557845716,0.45987212439490405,0.3158033853628174,0.14794278557845716,0.45987212439490405,0.3304059665272192,0.15506703060852323,0.47617302408547346,0.3480460363291613,0.16515237274894484,0.5018716724397758,0.3678040850967963,0.17583003971750977,0.5279315947883054,,,,,,,,,,,,,,,,,,
"Nicole ""Snooki"" Polizzi",Sasha Farber,TV Personality,,Chile,25,17,8,0.056950077252484875,0.03173769167079747,0.08353447158439739,0.056950077252484875,0.03173769167079747,0.08353447158439739,0.06071721774202709,0.034642461836253344,0.08778281060697418,0.06570362831731448,0.03868637969800254,0.09446631910287542,0.0713797487595653,0.04325874598952306,0.10150342465767957,0.10981482572141132,0.08001652868760545,0.141380852959907,0.10981482572141132,0.08001652868760545,0.141380852959907,,,,,,,,,,,,
Jack Osbourne,Cheryl Burke,TV Personality,,England,27,17,3,0.05681156790969317,0.019613101534668127,0.08797089550163453,0.05681156790969317,0.019613101534668127,0.08797089550163453,0.060705302283303245,0.02191154780902424,0.09275247183461227,0.06529596117737194,0.025028045584816472,0.09934169129567857,0.07075345421417004,0.02945689233173631,0.10555725676801314,0.10695576509106698,0.06347462205848531,0.14760030347962408,0.10695576509106698,0.06347462205848531,0.14760030347962408,0.11904636132094909,0.07379520522155163,0.16243674200166708,0.13422600279893823,0.08701121120947423,0.17992951386819267,0.16970575891360665,0.11924030194407442,0.2206066087426392,0.19852969800648917,0.1451833593080985,0.25432355185177846
Bill Nye,Tyne Stecklein,TV Personality,Washington D.C.,United States,57,17,11,0.0679360442884034,0.04797763956086268,0.08852463073541189,0.0679360442884034,0.04797763956086268,0.08852463073541189,0.07195138808767419,0.05168942640021869,0.09364970447599526,,,,,,,,,,,,,,,,,,,,,,,,
Billy Dee Williams,Emma Slater,Actor/Actress,New York,United States,76,18,10,0.06753375843281026,0.04887109993844371,0.08792713255759478,0.07155311747536862,0.052356537902099556,0.09261930845031939,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danica McKellar,Valentin Chmerkovskiy,Actor/Actress,California,United States,39,18,6,0.10594480086998878,0.06856375306242034,0.1407552511857629,0.11217455898374672,0.07317129211448997,0.14852722579677946,0.1295333240991595,0.08638369755881287,0.17153537306650188,0.1295333240991595,0.08638369755881287,0.17153537306650188,0.1295333240991595,0.08638369755881287,0.17153537306650188,0.1395733833052345,0.09367619592947289,0.1839549263884342,0.15218282348484422,0.10380744058404542,0.20084760359608353,0.1674277918079612,0.11647287754883504,0.2191350667339172,,,,,,,,,
James Maslow,Peta Murgatroyd,Actor/Actress,New York,United States,23,18,4,0.08510086272953564,0.050238970471483124,0.11837687536251527,0.09011522994400885,0.054240149270778276,0.1248619916689451,0.10485469873411245,0.06566854835658748,0.1432950415489569,0.10485469873411245,0.06566854835658748,0.1432950415489569,0.10485469873411245,0.06566854835658748,0.1432950415489569,0.11346479135739662,0.07297498162467023,0.15308752327937863,0.12398823769521906,0.08150651232096495,0.16615239160556594,0.13690536070406834,0.09390544669121242,0.1811754503449401,0.16192567956433446,0.11463915705048283,0.21273352327453016,0.1949632845855352,0.14182688338438829,0.2487590738842883,,,
Candace Cameron Bure,Mark Ballas,Actor/Actress,California,United States,37,18,3,0.07352496703819907,0.043691916808340975,0.1050866370406672,0.0783678471759577,0.047235930453671054,0.11088978532565777,0.09102135095365037,0.05779161068443768,0.12637321088310127,0.09102135095365037,0.05779161068443768,0.12637321088310127,0.09102135095365037,0.05779161068443768,0.12637321088310127,0.09850728066209541,0.06470965043819735,0.13634787136902227,0.10784886586744484,0.0724321416785243,0.14672698977653365,0.11989549604593241,0.08339548954265019,0.16106508496411742,0.14279253463573768,0.10567721670355565,0.1871797695059485,0.1725161852718565,0.13164803255708032,0.22385387696128828,,,
Sean Avery,Karina Smirnoff,Athlete,,Canada,33,18,11,0.07948180368529938,0.05719045666912315,0.10271044335495416,0.08438900047223287,0.06148769600768725,0.10809748857214982,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diana Nyad,Henry Byalikov,Athlete,New York,United States,64,18,12,0.06420146278519957,0.04701716103496679,0.08281877982923909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charlie White,Sharna Burgess,Athlete,Michigan,United States,26,18,5,0.09417519093769526,0.06092064096413111,0.1257594478379929,0.10010488136393178,0.06576439919845548,0.13234044088615038,0.11625671461371638,0.08013919944110742,0.1521497944379995,0.11625671461371638,0.08013919944110742,0.1521497944379995,0.11625671461371638,0.08013919944110742,0.1521497944379995,0.12539606979144288,0.08726276527275481,0.16234134893461538,0.13711078355657577,0.09735026821373237,0.176459807321613,0.15119686772507507,0.10995807227110023,0.19382525721207747,0.1794039553401355,0.13316560523262,0.22657911498924296,,,,,,
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2,0.11752332608285619,0.06878439279263933,0.16374979677140125,0.12396785893917504,0.07344992804233776,0.17251805086064015,0.14175859829553492,0.08763240198221023,0.19377691598309643,0.14175859829553492,0.08763240198221023,0.19377691598309643,0.14175859829553492,0.08763240198221023,0.19377691598309643,0.1519071389823452,0.09625309293250288,0.20711193740721814,0.16496649767693528,0.10619625672120467,0.22334840112599946,0.18075988082957356,0.11718862136250349,0.23972668794316776,0.2117252309256756,0.14692002454947262,0.28004550071320505,0.2508916293747317,0.1807665317696326,0.32458314549387757,,,
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1,0.2651638187201458,0.16014887852803877,0.3484166172699102,0.2773455818789304,0.17005062862204762,0.3646436543743967,0.31057208485243587,0.19839984432093508,0.4065267623108956,0.31057208485243587,0.19839984432093508,0.4065267623108956,0.31057208485243587,0.19839984432093508,0.4065267623108956,0.3289743830981577,0.21401648659659378,0.42635971673574014,0.35239806797475,0.23301792760014017,0.4539137032225919,0.3804814171256836,0.2570881031555805,0.4878872800356069,0.4323739410882926,0.3008368918915659,0.5450036685625312,0.49914236226510195,0.36156019177423926,0.6172834346710281,,,
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,8,0.06928569260311453,0.049186792721069586,0.09098402413967188,0.07378878140142053,0.05266571632996326,0.09639769661267077,0.08634012488604782,0.06290255761080157,0.11072247379909045,0.08634012488604782,0.06290255761080157,0.11072247379909045,0.08634012488604782,0.06290255761080157,0.11072247379909045,0.09322542900761396,0.06844788304276987,0.11907682773702222,,,,,,,,,,,,,,,
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,9,0.0642179733050695,0.045886272003065644,0.08431264224134906,0.06858478562495779,0.049943885155552425,0.0892541712957396,0.08072171922110606,0.05964703701319986,0.10379539460153582,0.08072171922110606,0.05964703701319986,0.10379539460153582,0.08072171922110606,0.05964703701319986,0.10379539460153582,,,,,,,,,,,,,,,,,,
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,7,0.06846734031019154,0.04953304484621779,0.09085040276392903,0.07290611798449709,0.05341479741720565,0.09549101324187119,0.08533678954816029,0.0636426801035017,0.11073036967227955,0.08533678954816029,0.0636426801035017,0.11073036967227955,0.08533678954816029,0.0636426801035017,0.11073036967227955,0.09278990559573905,0.07061457593146006,0.11874241554701777,0.102169473918465,0.07869274116302202,0.13010508103207766,,,,,,,,,,,,
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,8,0.061897086463388706,0.043203126075642945,0.08216377495623177,0.06564909870712964,0.046918627550450814,0.08660986559846566,0.0708137380492049,0.05159584667747847,0.09214739735083832,0.07573971222369887,0.05568254909111981,0.09828531280886262,0.08335142725534539,0.06220984519145102,0.10760691004549205,0.08335142725534539,0.06220984519145102,0.10760691004549205,0.09274085412752237,0.06995074551626279,0.11920414713731899,,,,,,,,,,,,
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,9,0.08020575155474846,0.05561797737557505,0.10567127849178275,0.0849621484796622,0.05885647032102892,0.11133615288813321,0.09100761961052439,0.06325133060408447,0.11821884678684207,0.09704680264091986,0.06824711394699126,0.12525653971697528,0.10553732274577089,0.07637617970182321,0.13527714173880856,0.10553732274577089,0.07637617970182321,0.13527714173880856,,,,,,,,,,,,,,,
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,6,0.06621091491462139,0.04301918485506837,0.09095497637366604,0.07049585596361385,0.04618626113228082,0.09613799458000877,0.07614059903434013,0.05089930322812568,0.10348697009649048,0.0814255039621575,0.05507063320096422,0.10998728625957921,0.0903420818532879,0.06318508546661472,0.12088152348000844,0.0903420818532879,0.06318508546661472,0.12088152348000844,0.10061947309838196,0.07163069417411884,0.1332964236181848,0.1110477905790587,0.08117360100065342,0.14597102192681888,0.12422780328659883,0.09222013215798276,0.16095843014414588,,,,,,
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3,0.08344549465741743,0.05185882503678292,0.1153435791783006,0.08814614902136114,0.05554585458159433,0.12104820483625661,0.09442406592335664,0.061042462339898323,0.12810555416900152,0.10089088422783905,0.0662237079041448,0.13626817722751805,0.11047908956063515,0.07519886200035344,0.1480613655474396,0.11047908956063515,0.07519886200035344,0.1480613655474396,0.12203702741722536,0.08495105037272883,0.16153551345556494,0.1333333064322855,0.09470409176998748,0.175660955463195,0.14952097091103217,0.10961795536996323,0.1954371148777061,0.1698078116819964,0.12849319693761216,0.21999137937441693,0.19663885170878762,0.15010250266780312,0.25102056987239474
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1,0.26094919743005873,0.15373121295701467,0.3555592312736252,0.27257145916090897,0.16219645671734842,0.3667014790131022,0.2868865789361225,0.17354139033558164,0.38337262297708435,0.3007034019894245,0.18559876978035056,0.39881583591326764,0.322441471345345,0.20264802311083868,0.4236896564208722,0.322441471345345,0.20264802311083868,0.4236896564208722,0.3487476517122342,0.2241393038196891,0.45328642197989705,0.373192210731544,0.2432253343352334,0.48693876544268533,0.40622880688349405,0.2729227749457995,0.5280540791953873,0.447057219639623,0.30345259231067867,0.572270977397325,0.4994244891465879,0.34945061734623134,0.6282155293486852
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,13,0.06112318754310581,0.044846942927751134,0.07902509732874052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,11,0.058690050720268165,0.04391365537034867,0.07586209524201976,0.06266120943694277,0.047281597046066035,0.0808762484893493,0.06752805357059731,0.05151026979758698,0.08691103591634396,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,5,0.06906325576670537,0.04484313814199863,0.0940756325583528,0.07319007506738479,0.047763504055873394,0.09922039691007735,0.07850079604398816,0.05214453044186017,0.10605487177087242,0.08402006219419143,0.056439690596595524,0.11317464197886945,0.09205063518648327,0.06288418452096636,0.12287945352764121,0.09205063518648327,0.06288418452096636,0.12287945352764121,0.10193800931079665,0.0719072655754738,0.1355998947083729,0.11181641148648493,0.07942343899459264,0.1477637312032799,0.12461217208805339,0.09082702583433529,0.1639037349075215,0.140979378035038,0.10490852920870879,0.18324293095644376,,,
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,10,0.07881671873749382,0.05555725080623421,0.1024552760806427,0.0830272307303385,0.05862234631722662,0.10685886030417194,0.08887503145779604,0.0636169213151067,0.11456946785535349,0.0946435661801643,0.06789845659370085,0.12088450610069933,,,,,,,,,,,,,,,,,,,,,
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,7,0.06932922541735667,0.04648456205416328,0.09367900237445605,0.0733761095732446,0.050096545394717966,0.09830902776686166,0.0784902018304772,0.05442205215591543,0.1046723817742066,0.08364922069443664,0.05862804878480228,0.11051241766216444,0.09139370592947778,0.06439129526536098,0.119802677825739,0.09139370592947778,0.06439129526536098,0.119802677825739,0.10139907014407704,0.07338696800351947,0.13182808280170477,0.11108861699290046,0.08106125224509422,0.14320306445268915,,,,,,,,,
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,12,0.06901994852220167,0.05251986332760366,0.08656165173898434,0.07330538724786696,0.05577610340806574,0.09179753758789184,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,4,0.06757792293951118,0.0403702357275637,0.09696852145433683,0.07180464195553972,0.0436232298749678,0.10249365788742437,0.07729719524190239,0.047417030821892636,0.1095671211133766,0.08301354605727977,0.051902418999370814,0.11632897019957443,0.09124427939476436,0.058917953971968015,0.12548307532873682,0.09124427939476436,0.058917953971968015,0.12548307532873682,0.10177281445771005,0.0687607542311954,0.13877361527935336,0.11232294036761054,0.07707658642584446,0.1522774983607063,0.12645037642622245,0.08943449424902769,0.16811134434842545,0.14419880642743146,0.10371367218934614,0.1900229040589809,0.16821509037506366,0.12660828206949606,0.2177587491510934
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2,0.11478709452405571,0.0629006061981659,0.15934452877537914,0.12084204019698168,0.06854755193597384,0.1663331651226999,0.12836651685680298,0.07410300024622393,0.17674086010744763,0.13570557508797326,0.08022020020255392,0.18703094060263434,0.14742514003145232,0.08769072342790747,0.20382114045970418,0.14742514003145232,0.08769072342790747,0.20382114045970418,0.1615523748832171,0.09849797617945891,0.21747780471622058,0.1748309248319631,0.110316153880949,0.23366434276629977,0.19323253703835455,0.12410522363450215,0.2567115424979851,0.21613416143607175,0.14412474205453696,0.28372181163504373,0.24671479138300448,0.1700053879831746,0.32129262031081446
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,9,0.09161088212552787,0.06414384870131688,0.12043230803130818,0.09161088212552787,0.06414384870131688,0.12043230803130818,0.09979024844642592,0.07045415948838275,0.13199797041954658,0.10616114503864464,0.07628112470123577,0.1387240947913159,0.11461023084169991,0.08269850645930892,0.14784849734354677,,,,,,,,,,,,,,,,,,
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,7,0.1462242872868784,0.0821941583393159,0.2017185728801327,0.1462242872868784,0.0821941583393159,0.2017185728801327,0.15797419211433208,0.0907005553818479,0.219730407242173,0.16741437798847564,0.09796978054771506,0.23356574979353262,0.18030391036675525,0.1061258222739803,0.24945035216056788,0.19869462984758424,0.12144967378495009,0.27462408572388697,0.21636246412360802,0.13377106684136134,0.2972749214461752,,,,,,,,,,,,
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2,0.13407796619519707,0.041405612084360215,0.20464134167950385,0.13407796619519707,0.041405612084360215,0.20464134167950385,0.14377138552845697,0.04723681902225595,0.21801088770108487,0.1517163476436968,0.05209623814352622,0.2307118691633525,0.16194589728091666,0.059081566972455896,0.24684680992047545,0.17762000670331918,0.06915224910979081,0.26872225563300617,0.19213551179096663,0.07783055043030818,0.28674537126701877,0.22933137856231162,0.10696900738442297,0.33638840768165545,0.28809096314819527,0.15370061465542975,0.40754064718512706,0.43991079455671644,0.2857538981169907,0.5835728291650855,,,
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1,0.1399665079176375,0.043013313647160385,0.21716588650766575,0.1399665079176375,0.043013313647160385,0.21716588650766575,0.1498458467529557,0.047536526217970373,0.23157039350030223,0.1579042661312843,0.05269202368998619,0.24044936506740827,0.16843326566673508,0.06019904994226737,0.25318929846468774,0.18443106916785101,0.07093843845447843,0.2776820795192736,0.19903653037310726,0.07705204564146968,0.2947835630588578,0.23644421405555754,0.10540566790576673,0.3491383508831709,0.2966437449181469,0.1494839901028679,0.4262852357496023,0.44630562397081547,0.2867503928788068,0.5929244221447467,,,
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,4,0.1983015124923399,0.09933789583982847,0.283952685800417,0.1983015124923399,0.09933789583982847,0.283952685800417,0.21290738764863618,0.10860080273474026,0.30250077765059724,0.2246237865380196,0.11633644222718567,0.3200481737973132,0.23989166552768193,0.12731005811003815,0.3431524927418391,0.26292151111554224,0.14043674058503355,0.37060818153774183,0.2841784855205976,0.1562710036156071,0.3961697418205052,0.34135299684507747,0.19638588903386056,0.47225450190508966,0.42894456406488835,0.2544750160603294,0.5871846782332883,,,,,,
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,10,0.07402373721947123,0.05210008801108053,0.09680399559069383,0.07402373721947123,0.05210008801108053,0.09680399559069383,0.08105275237603674,0.0586358918778173,0.10425318646009882,0.0864804245945937,0.06294016856891171,0.11099347434224041,,,,,,,,,,,,,,,,,,,,,
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,6,0.057646672142139456,0.03512841546637245,0.08122970114357539,0.057646672142139456,0.03512841546637245,0.08122970114357539,0.06353884605666778,0.04017551080100949,0.08807298313880431,0.06842433155763114,0.044449787097400204,0.09353831926777946,0.07512176828737069,0.049582934758640944,0.10219701655828035,0.08395822901987018,0.05615930613976407,0.11195997260298887,0.0934402542040766,0.06375366868728159,0.124937602435085,0.1175773677572888,0.08724007310584916,0.151231010858385,,,,,,,,,
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,11,0.06392960836870336,0.04612419386922295,0.08309013163410459,0.06392960836870336,0.04612419386922295,0.08309013163410459,0.07023801012471159,0.05075989232342028,0.09095210806326702,,,,,,,,,,,,,,,,,,,,,,,,
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3,0.046258206796994744,0.007273810038507289,0.07887200101032932,0.046258206796994744,0.007273810038507289,0.07887200101032932,0.05103809128799164,0.01016799917943904,0.08567404100504555,0.05519974057492148,0.012616144746002533,0.09121080915755367,0.06072539454505927,0.016262785970119827,0.0984224185267294,0.06853656003211332,0.022086424739334625,0.10924379764659575,0.07658036922530817,0.02827654577143566,0.11986255911087526,0.09890576156440986,0.04684842751497441,0.14935073298930882,0.13220659280496772,0.07304622374105421,0.19246654852892883,0.22688387463300605,0.17086944999478423,0.2953925784920993,,,
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,12,0.09388810166547026,0.06527429990101283,0.12208042153141685,0.09388810166547026,0.06527429990101283,0.12208042153141685,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,8,0.07042740983693363,0.04939910650639999,0.09273879777807613,0.07042740983693363,0.04939910650639999,0.09273879777807613,0.07728627581231497,0.05459554861515128,0.10106101914301403,0.08237477207599932,0.058314271152584904,0.10677735984079183,0.08966098129346421,0.06457530938812303,0.11528035463488008,0.10029119674176538,0.07294418183708867,0.12883081362312565,,,,,,,,,,,,,,,
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,5,0.07644290929195717,0.04626124987529269,0.10650042497617185,0.07644290929195717,0.04626124987529269,0.10650042497617185,0.08283845583772705,0.05201869698409792,0.11366551422956789,0.08850124276048808,0.05615739725819057,0.12149139458000395,0.09571247856683678,0.06180484874481999,0.12988006126810883,0.10655053130652985,0.07062621078188192,0.14227049204236364,0.117655382983957,0.07922892314172635,0.15588628628111534,0.14581097695569162,0.10204341857544055,0.1889406396317854,,,,,,,,,
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,10,0.066080393564429,0.04803923739367506,0.0874124785944647,0.066080393564429,0.04803923739367506,0.0874124785944647,0.07725220016318647,0.05741330354148064,0.10072261072805908,0.07725220016318647,0.05741330354148064,0.10072261072805908,,,,,,,,,,,,,,,,,,,,,
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,6,0.24765278670995589,0.1184183847411745,0.3620437279485723,0.24765278670995589,0.1184183847411745,0.3620437279485723,0.27933739785911443,0.13945010734795235,0.4041916060501351,0.27933739785911443,0.13945010734795235,0.4041916060501351,0.29258336490571857,0.14695243663358454,0.423310536027389,0.29258336490571857,0.14695243663358454,0.423310536027389,0.30815722316811917,0.15445564205447854,0.4438264728165805,0.35446435087358225,0.18713702711921718,0.509331215373876,0.3783196903972748,0.20096083588236252,0.5345987714473286,,,,,,
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,4,0.19781415531117807,0.07481705386650087,0.3001628493753006,0.19781415531117807,0.07481705386650087,0.3001628493753006,0.22186803832369342,0.09075318063849219,0.33199071400875557,0.22186803832369342,0.09075318063849219,0.33199071400875557,0.2324240203661624,0.09833168814874799,0.34535227780423045,0.2324240203661624,0.09833168814874799,0.34535227780423045,0.24482400165437143,0.10608552747057909,0.3611970505832203,0.2796639041769156,0.1326220473319778,0.40758122642130096,0.29796034800953747,0.14448770966605973,0.43023994902956597,0.42560055493056337,0.2509078138690479,0.5846387546788883,0.42560055493056337,0.2509078138690479,0.5846387546788883
Victor Espinoza,Karina Smirnoff,Athlete,,Mexico,43,21,12,0.06874626945878864,0.05046631282146444,0.08840472058340279,0.06874626945878864,0.05046631282146444,0.08840472058340279,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alek Skarlatos,Lindsay Arnold,Military,California,United States,22,21,3,0.053922371784802046,0.02109676760659303,0.08584634187414632,0.053922371784802046,0.02109676760659303,0.08584634187414632,0.06469057163821051,0.028716334212228856,0.09882380851466016,0.06469057163821051,0.028716334212228856,0.09882380851466016,0.06955212644208951,0.03232658896172745,0.10492126771812242,0.06955212644208951,0.03232658896172745,0.10492126771812242,0.07501662637784628,0.03715828724900646,0.11170698856263564,0.09171836529606717,0.05160059354679225,0.13422137374565796,0.10056859659979185,0.059634372322863574,0.1444741089762232,0.1679610216722849,0.12368584499613536,0.2198026149330624,0.1679610216722849,0.12368584499613536,0.2198026149330624
Chaka Khan,Keo Motsepe,Singer/Rapper,Illinois,United States,62,21,13,0.059010541367542,0.04476251626292505,0.07536068071346635,0.059010541367542,0.04476251626292505,0.07536068071346635,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Grammer,Allison Holker,Singer/Rapper,California,United States,31,21,7,0.05867648400883084,0.039123170312807695,0.08009969635810626,0.05867648400883084,0.039123170312807695,0.08009969635810626,0.07030394269190475,0.048997736016950816,0.09399041011453213,0.07030394269190475,0.048997736016950816,0.09399041011453213,0.0754949437702227,0.05307941449290987,0.09996599006805733,0.0754949437702227,0.05307941449290987,0.09996599006805733,0.08228988375995609,0.060128255348020125,0.10756124469650098,0.10114149208617297,0.07593030767430205,0.13019128012077733,,,,,,,,,
Tamar Braxton,Valentin Chmerkovskiy,Singer/Rapper,Maryland,United States,38,21,5,0.061878253079003166,0.03963279437388566,0.08691939067517797,0.061878253079003166,0.03963279437388566,0.08691939067517797,0.07438104920262845,0.049936865895449496,0.1016398133181671,0.07438104920262845,0.049936865895449496,0.1016398133181671,0.08015047896931356,0.05536759208948369,0.10897846320491528,0.08015047896931356,0.05536759208948369,0.10897846320491528,0.0871386552960808,0.06122226290825336,0.11682703872785136,0.10631759945031372,0.07923521497438374,0.13957124681199484,0.11682901291814651,0.08800596513067588,0.15183911138992096,,,,,,
Nick Carter,Sharna Burgess,Singer/Rapper,New York,United States,35,21,2,0.1899184951067568,0.07110298448479163,0.2870096606116324,0.1899184951067568,0.07110298448479163,0.2870096606116324,0.21315473153621872,0.08698571811924731,0.3154130962929514,0.21315473153621872,0.08698571811924731,0.3154130962929514,0.2234401875601,0.09276550458365232,0.3300446988944774,0.2234401875601,0.09276550458365232,0.3300446988944774,0.2355830551164954,0.09981138834029578,0.34647870804909925,0.2687159343673033,0.12282740052782637,0.38623876537230256,0.28715790644890204,0.1344789550679567,0.4094160010613884,0.41208038743352393,0.24823922791177513,0.5568636549478789,0.41208038743352393,0.24823922791177513,0.5568636549478789
Hayes Grier,Emma Slater,Social Media Personality,North Carolina,United States,15,21,8,0.16510565341098843,0.09534291925335948,0.2306668089549572,0.16510565341098843,0.09534291925335948,0.2306668089549572,0.18829610542459385,0.11138062314687189,0.2602674582923392,0.18829610542459385,0.11138062314687189,0.2602674582923392,0.19866587382103135,0.11838997168376314,0.27494612061423435,0.19866587382103135,0.11838997168376314,0.27494612061423435,0.21043885496924172,0.1267117348513769,0.28795000461078435,,,,,,,,,,,,
Bindi Irwin,Derek Hough,TV Personality,,Australia,17,21,1,0.18641842367283426,0.07155101296145508,0.26990988673731947,0.18641842367283426,0.07155101296145508,0.26990988673731947,0.20964694929372257,0.08503591048801054,0.299683906613658,0.20964694929372257,0.08503591048801054,0.299683906613658,0.219936054725372,0.09241691716854897,0.315029406766867,0.219936054725372,0.09241691716854897,0.315029406766867,0.23198217470121132,0.09938397001840849,0.32977874361334814,0.2654102478801092,0.12210609986869381,0.37896072351355886,0.2828426545674196,0.13511599160589183,0.40295701504864145,0.4088223768244135,0.24937254078552779,0.543888268639627,0.4088223768244135,0.24937254078552779,0.543888268639627
Kim Zolciak-Biermann,Tony Dovolani,TV Personality,Florida,United States,37,21,11,0.06681332390128097,0.048921044985508796,0.08491168943507206,0.06681332390128097,0.048921044985508796,0.08491168943507206,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paula Deen,Louis van Amstel,TV Personality,Georgia,United States,68,21,9,0.06814414227672633,0.04639817421864259,0.090135854263335,0.06814414227672633,0.04639817421864259,0.090135854263335,0.08002925723610656,0.056274197472032134,0.10524565987495674,0.08002925723610656,0.056274197472032134,0.10524565987495674,0.08514196161960991,0.06084583548898807,0.1112290554522934,0.08514196161960991,0.06084583548898807,0.1112290554522934,,,,,,,,,,,,,,,
